ID	NAZWA	NAZWA_DOD	SUBSTANCJE
RPL:1271	Capsigel N	Produkt złożony	Nonivamidum	Terebinthini aetheroleum ab  pinum pinastrum	Acidum salicylicum	Eucalypti aetheroleum	Camphorum
RPL:1282	Carbo Medicinalis VP	Carbo medicinalis	Carbo activatus
RPL:1287	Cardiamidum	Nicethamidum	Nicethamidum
RPL:1292	Cardiol C	Preparat złożony	Coffeinum	Colae extractum fluidum	Convallariae tinctura	Crataegi cum Valerianae tinctura (1 : 4	0-4	5) ekstrahent etanol 70% (v/v)
RPL:1297	Cardioxane	Dexrazoxanum	Dexrazoxanum
RPL:1301	Cardura	Doxazosinum	Doxazosini mesilas
RPL:1302	Cardura	Doxazosinum	Doxazosinum
RPL:1303	Cardura	Doxazosinum	Doxazosini mesilas
RPL:1310	Cataflam 50	Diclofenacum kalicum	Diclofenacum kalicum
RPL:1311	Catalin	Pirenoxinum	Pirenoxinum natricum
RPL:1316	Cavinton	Vinpocetinum	Vinpocetinum
RPL:1317	Cavinton	Vinpocetinum	Vinpocetinum
RPL:1318	Cebion	Acidum ascorbicum	Acidum ascorbicum
RPL:1322	Advagraf	Tacrolimusum	Tacrolimus
RPL:1323	Ceclor	Cefaclorum	Cefaclorum
RPL:1324	Ceclor	Cefaclorum	Cefaclorum
RPL:1325	Ceclor MR	Cefaclorum	Cefaclorum
RPL:1328	Ceclor MR	Cefaclorum	Cefaclorum
RPL:1329	Ceclor MR	Cefaclorum	Cefaclorum
RPL:1330	Cedax	Ceftibutenum	Ceftibutenum
RPL:1331	Cedax	Ceftibutenum	Ceftibutenum
RPL:1333	Cefaleksyna TZF	Cefalexinum	Cefalexinum monohydricum
RPL:1334	Cefalgin	Paracetamolum + Propyphenazonum + Coffeinum	Coffeinum	Paracetamolum	Propyphenazonum
RPL:1339	Cefobid	Cefoperazonum	Cefoperazonum
RPL:1342	Celestone	Betamethasonum	Betamethasoni natrii phosphas
RPL:1352	Normosan	Produkt ziołowy	Carvi fructus	Frangulae cortex	Menthae piperitae folium	Sambuci fructus	Sennae folium
RPL:1353	Cepan	Preparat złożony	Allantoinum	Allii cepae extractum	Chamomillae extractum	Heparinum natricum
RPL:1361	Aerinaze	Desloratadinum + Pseudoephedrini sulfas	Desloratadinum	Pseudoephedrini sulfas
RPL:1363	Cernevit	Preparat witaminowy	Prep. Witaminowy
RPL:1391	Chlorchinaldin	Chlorquinaldolum	Chlorquinaldolum
RPL:1392	Chlorchinaldin VP	Chlorquinaldolum	Chlorquinaldolum	Talcum
RPL:1393	Chlorchinaldin H	Chlorquinaldolum + Hydrocortisoni acetas	Chlorquinaldolum	Hydrocortisoni acetas
RPL:1396	Chlorocyclinum 3%	Chlortetracyclini hydrochloridum	Chlortetracyclini hydrochloridum
RPL:1397	Chloropernazinum	Prochlorperazini  dimaleas	Prochlorperazini dimaleas
RPL:1401	Chlorprothixen Zentiva	Chlorprothixeni hydrochloridum	Chlorprothixeni hydrochloridum
RPL:1404	Chlorsuccillin	Suxamethonii chloridum	Suxamethonii chloridum
RPL:1411	Cholamid	Nicotinylmethylamidum	Nicotinylmethylamidum	Carboxymethylamylum natricum
RPL:1419	Cholestil	Hymecromonum	Hymecromonum
RPL:1422	Cholinex	Cholini salicylas	Cholini salicylas
RPL:1423	Cholitol	Produkt złożony	Valerianae tinctura	Curcumae tinctura	Menthae piperitae tinctura	Cynarae tinctura	Belladonnae tinctura	Taraxaci succus
RPL:1439	Cilest	Norgestimatum + Ethinylestradiolum	Ethinylestradiolum	Norgestimatum
RPL:1444	Cincol	Zinci sulfas + Naphazolini nitras	Naphazolini nitras	Zinci sulfas
RPL:1446	Cinnarizinum WZF	Cinnarizinum	Cinnarizinum
RPL:1447	Ciprinol	Ciprofloxacinum	Ciprofloxacinum
RPL:1448	Ciprinol	Ciprofloxacinum	Ciprofloxacini hydrochloridum
RPL:1452	Ciprobay 250	Ciprofloxacinum	Ciprofloxacini hydrochloridum
RPL:1453	Ciprobay 500	Ciprofloxacinum	Ciprofloxacini hydrochloridum
RPL:1455	Cipronex	Ciprofloxacinum	Ciprofloxacini hydrochloridum
RPL:1456	Cipronex	Ciprofloxacinum	Ciprofloxacini hydrochloridum
RPL:1458	Circulosan fix	Produkt ziołowy	Crataegi inflorescentia	Leonuri cardiacae herba	Melissae folium	Violae tricoloris herba
RPL:1459	Cisplatin - Ebewe	Cisplatinum	Cisplatinum
RPL:1469	Citrolyt	Kalii citras + Natrii citras + Acidum citricum	Kalii citras	Natrii citras	Acidum citricum
RPL:1477	Claritine	Loratadinum	Loratadinum
RPL:1478	Claritine	Loratadinum	Loratadinum
RPL:1481	Doxar	Doxazosinum	Doxazosini mesilas
RPL:1483	Clemastinum WZF	Clemastinum	Clemastini fumaras
RPL:1484	Clemastinum	Clemastinum	Clemastini fumaras
RPL:1486	Clexane	Enoxaparinum natricum	Enoxaparinum natricum
RPL:1487	Clexane	Enoxaparinum natricum	Enoxaparinum natricum
RPL:1496	Clonazepamum TZF	Clonazepamum	Clonazepamum
RPL:1497	Clonazepamum TZF	Clonazepamum	Clonazepamum
RPL:1498	Clonazepamum TZF	Clonazepamum	Clonazepamum
RPL:1502	Clopamid VP	Clopamidum	Clopamidum
RPL:1503	Clopixol	Zuclopenthixolum	Zuclopenthixoli dihydrochloridum
RPL:1504	Clopixol-Acuphase	Zuclopenthixoli acetas	Zuclopenthixoli acetas
RPL:1505	Clopixol-Depot	Zuclopenthixoli decanoas	Zuclopenthixoli decanoas
RPL:1506	Clostilbegyt	Clomifeni citras	Clomifeni citras
RPL:1508	Clotrimazolum GSK	Clotrimazolum	Clotrimazolum
RPL:1509	Clotrimazolum Medana	Clotrimazolum	Clotrimazolum
RPL:1511	Clotrimazolum GSK	Clotrimazolum	Clotrimazolum
RPL:1512	Clotrimazolum GSK	Clotrimazolum	Clotrimazolum
RPL:1516	Coaxil	Tianeptinum natricum	Tianeptinum
RPL:1524	Coffecorn forte	Ergotamini tartras + Coffeinum	Coffeinum	Ergotamini tartras
RPL:1525	Coffecorn mite	Ergotaminum + Coffeinum	Coffeinum	Ergotamini tartras
RPL:1529	Coldrex MaxGrip C	Produkt złożony	Acidum ascorbicum	Coffeinum	Paracetamolum	Phenylephrini hydrochloridum
RPL:1532	Coldrex o smaku cytrynowym	Paracetamolum + Phenylephrini hydrochloridum + Acidum ascorbicum	Acidum ascorbicum	Paracetamolum	Phenylephrini hydrochloridum
RPL:1541	Colistin TZF	Colistimethatum natricum	Colistimethatum natricum
RPL:1547	Elocom	Mometasoni furoas	Mometasoni furoas
RPL:1556	Concor 10	Bisoprololi fumaras	Bisoprololi fumaras
RPL:1557	Concor 5	Bisoprololi fumaras	Bisoprololi fumaras
RPL:1561	Metafen Ibuprofen	Ibuprofenum	Ibuprofenum
RPL:1562	Condyline	Podophyllotoxinum	Podophyllotoxinum
RPL:1565	Contractubex	Heparinum natricum + Allii cepae extractum + Allantoinum	Heparinum natricum	Allii cepae extractum	Allantoinum
RPL:1566	Controloc 40	Pantoprazolum	Pantoprazolum
RPL:1567	Convafort	Convallariae extractum siccum	Convallariae majalis extractum siccum
RPL:1568	Convulex 300	Acidum valproicum	Acidum valproicum
RPL:1569	Convulex	Acidum valproicum	Acidum valproicum
RPL:1581	Amiokordin	Amiodaroni hydrochloridum	Amiodaroni hydrochloridum
RPL:1582	Cordarone	Amiodaroni hydrochloridum	Amiodaroni hydrochloridum
RPL:1585	Cordarone	Amiodaronum	Amiodaroni hydrochloridum
RPL:1592	Corneregel	Dexpanthenolum	Dexpanthenolum
RPL:1593	Deca-Durabolin	Nandroloni decanoas	Nandroloni decanoas
RPL:1597	Cortineff	Fludrocortisoni acetas	Fludrocortisoni acetas
RPL:1598	Cortineff ophtalm. 0,1%	Fludrocortisoni acetas	Fludrocortisoni acetas
RPL:1606	Cozaar	Losartanum kalicum	Losartanum kalicum
RPL:1609	Cravisol	Crataegi inflorescentiae intractum + Melissae herbae intractum + Visci herbae intractum	Crataegi inflorescentie recentis intractum (1:1)	Melissae intractum	Visci herbae intractum (1:1)
RPL:1610	Cresophene	Dexamethasoni acetas + Thymolum	Dexamethasoni acetas	Thymolum
RPL:1612	CromoHexal	Natrii cromoglicas	Natrii cromoglicas
RPL:1613	Cromohexal	Natrii cromoglicas	Natrii cromoglicas
RPL:1614	Cromoxal	Natrii cromoglicas	Natrii cromoglicas
RPL:1621	Crotamiton Farmapol	Crotamitonum	Crotamitonum
RPL:1622	Crotamiton Farmapol	Crotamitonum	Crotamitonum
RPL:1625	Leflunomide medac	Leflunomidum	Leflunomidum
RPL:1627	Cusicrom 4%	Natrii cromoglicas	Dinatrii cromoglicas
RPL:1628	Cynarex	Cynarae herbae extractum siccum	Cynarae extractum siccum
RPL:1633	Cutivate	Fluticasoni propionas	Fluticasoni propionas
RPL:1634	Cutivate	Fluticasoni propionas	Fluticasoni propionas
RPL:1636	Cyclo-Progynova	Estradioli valeras + Norgestrelum	Estradioli valeras	Estradioli valeras	Norgestrel
RPL:1638	Cyclonamine	Etamsylatum	Etamsylatum
RPL:1639	Cyclonamine 12,5%	Etamsylatum	Etamsylatum
RPL:1643	Cymevene	Ganciclovirum	Ganciclovirum
RPL:1648	Cytosar	Cytarabinum	Cytarabinum
RPL:1649	Cytosar	Cytarabinum	Cytarabinum
RPL:1650	Cytosar	Cytarabinum	Cytarabinum
RPL:1651	Cytotec	Misoprostolum	Misoprostolum
RPL:1656	Smecta	Diosmectitum
RPL:1664	Solovent	Salmeterolum	Salmeterolu ksynafonian
RPL:1680	Encorton	Prednisonum	Prednisonum
RPL:1682	Dafnegin	Ciclopirox olaminum	Ciclopirox olaminum
RPL:1683	Dafnegin	Ciclopirox olaminum	Ciclopirox olaminum
RPL:1687	Daktarin	Miconazoli nitras	Miconazoli nitras
RPL:1688	Verospiron	Spironolactonum	Spironolactonum
RPL:1690	Dalacin C	Clindamycinum	Clindamycini palmitas
RPL:1691	Dalacin C	Clindamycinum	Clindamycini hydrochloridum
RPL:1692	Dalacin C	Clindamycinum	Clindamycini hydrochloridum
RPL:1693	Dalacin C	Clindamycinum	Clindamycinum
RPL:1694	Dalacin C	Clindamycinum	Clindamycini phosphas
RPL:1695	Dalacin T	Clindamycinum	Clindamycinum
RPL:1696	Dalacin T	Clindamycinum	Clindamycini phosphas
RPL:1700	Danazol Jelfa	Danazolum	Danazolum
RPL:1708	Titlodine	Tolterodini tartras	Tolterodini tartras
RPL:1709	Nootropil	Piracetamum
RPL:1715	Davercin	Erythromycini cyclocarbonas	Erythromycini cyclocarbonas
RPL:1717	Davercin	Erythromycini cyclocarbonas	Erythromycini cyclocarbonas
RPL:1720	Debecylina	Benzathini benzylpenicillinum	Benzathini benzylpenicillinum
RPL:1723	Debelizyna	Dolichosi biflorum seminis extractum	Dolichosi biflorum seminis extractum
RPL:1724	Epivir	Lamivudinum	Lamivudinum
RPL:1727	Decaldol	Haloperidoli decanoas	Haloperidoli decanoas
RPL:1728	Decapeptyl Depot	Triptorelinum	Triptorelinum
RPL:1738	Deflegmin Baby	Ambroxoli hydrochloridum	Ambroxoli hydrochloridum
RPL:1739	Deflegmin	Ambroxoli hydrochloridum	Ambroxoli hydrochloridum
RPL:1746	10% Dekstran 40 000 Fresenius	Dextranum	Dextranum
RPL:1751	Delacet	Delphini consolidae tinctura	Delphinii consolidae tinctura
RPL:1759	Heparinum Hasco	Heparinum natricum	Heparinum natricum
RPL:1765	Dentinox N	Chamomillae tinctura + Lidocaini hydrochloridum + Macrogoli aether laurilicus	Chamomillae tinctura	Lidocaini hydrochloridum	Macrogoli aether laurilicus	Carbomerum
RPL:1768	Dentosept	Preparat ziołowy	Quercus cortex	Salviae folium	Menthae piperitae herba	Thymi herba	Matricariae flos	Arnica herba	Calami rhizomate
RPL:1769	Dentosept A	Preparat ziołowy	Matricariae flos	Quercus cortex	Salviae folium	Arnica herba	Calami rhizomate	Menthae piperitae herba	Thymi herba	Benzocainum
RPL:1770	Depakine	Natrii valproas	Natrii valproas
RPL:1775	Elocom	Mometasoni furoas	Mometasoni furoas
RPL:1779	Depakine Chrono 300	Natrii valproas + Acidum valproicum	Acidum valproicum	Natrii valproas
RPL:1783	Lavistina	Betahistini dihydrochloridum	Betahistini dihydrochloridum
RPL:1786	Depo-Medrol z Lidokainą	Methylprednisoloni acetas + Lidocaini hydrochloridum	Methylprednisoloni acetas	Lidocaini hydrochloridum
RPL:1789	Depo-Provera	Medroxyprogesteroni acetas	Medroxyprogesteroni acetas
RPL:1790	Depo-Provera	Medroxyprogesteronum
RPL:1794	Deprim	Hyperici herbae extractum siccum	Hyperici herba extractum
RPL:1802	Dermopur	Benzocainum	Benzocainum
RPL:1803	Dermosavit	Retinoli palmitas	Retinoli palmitas
RPL:1804	Elocom	Mometasoni furoas	Mometasoni furoas
RPL:1805	Dermovate	Clobetasoli  propionas	Clobetasoli propionas
RPL:1806	Dermovate	Clobetasoli propionas	Clobetasoli propionas
RPL:1807	Dermovit A	Retinolum	Retinolum
RPL:1809	Dermovit F	Vitaminum F	Vitaminum F
RPL:1810	Dernilan	Preparat złożony	Acidum salicylicum	Allantoinum	Camphorum	Nicotinamidum (Vitaminum PP)
RPL:1815	Desferal	Deferoxaminum	Desferoxamini mesilas
RPL:1824	Detreomycyna 1%	Chloramphenicolum	Chloramphenicolum
RPL:1825	Detreomycyna 2%	Chloramphenicolum	Chloramphenicolum
RPL:1827	Devisol-25	Calcifediolum	Calcifediolum
RPL:1834	Dexamethason WZF 0,1%	Dexamethasonum	Dexamethasonum
RPL:1835	Pabi-Dexamethason	Dexamethasonum	Dexamethasonum
RPL:1836	Pabi-Dexamethason	Dexamethasonum	Dexamethasonum
RPL:1837	Dexamytrex	Gentamicini sulfas + Dexamethasonum	Dexamethasoni natrii phosphas	Gentamicini sulfas
RPL:1838	Dexamytrex	Gentamicini sulfas + Dexamethasonum	Dexamethasonum	Gentamicini sulfas
RPL:1839	Dexapolcort	Dexamethasonum	Dexamethasonum
RPL:1840	Dexapolcort N	Dexamethasonum + Neomycini sulfas	Dexamethasonum	Neomycini sulfas
RPL:1841	Dexaven	Dexamethasoni phosphas	Dexamethasoni natrii phosphas
RPL:1857	Diabrezide	Gliclazidum	Gliclazidum
RPL:1860	Diane - 35	Cyproteroni acetas + Ethinylestradiolum	Cyproteroni acetas	Ethinylestradiolum
RPL:1864	Diclofenac GSK	Diclofenacum natricum	Diclofenacum natricum
RPL:1866	Diclofenac GSK	Diclofenacum natricum	Diclofenacum natricum
RPL:1868	Dicloratio retard 100	Diclofenacum	Diclofenacum natricum
RPL:1877	Dicloreum	Diclofenacum natricum	Diclofenacum natricum
RPL:1878	Dicloreum	Diclofenacum natricum	Diclofenacum natricum
RPL:1879	Dicloreum retard	Diclofenacum natricum	Diclofenacum natricum
RPL:1881	Dicortineff	Fludrocortisoni acetas + Gramicidinum + Neomycinum	Fludrocortisoni acetas	Gramicidinum	Neomycinum
RPL:1887	Diflucan	Fluconazolum	Fluconazolum
RPL:1888	Diflucan	Fluconazolum	Fluconazolum
RPL:1891	Digestonic	Preparat ziołowy	Chamomillae extractum	Hyperici herba extractum	Menthae piperitae folii extractum	Rosae caninae fructus extractum	Rhei radix extractum	Foeniculi fructus extractum	Coriandri fructus extractum
RPL:1898	Methadone hydrochloride Molteni	Methadoni hydrochloridum	Methadoni hydrochloridum
RPL:1901	Digoxin WZF	Digoxinum	Digoxinum
RPL:1904	Digoxin Teva	Digoxinum	Digoxinum
RPL:1905	Digoxin WZF	Digoxinum	Digoxinum
RPL:1906	Digoxin Teva	Digoxinum	Digoxinum
RPL:1910	Dihydroergotaminum Filofarm	Dihydroergotamini mesilas	Dihydroergocristini mesylas
RPL:1926	Dilzem retard	Diltiazemi hydrochloridum	Diltiazemi hydrochloridum
RPL:1930	Diphergan	Promethazini hydrochloridum	Promethazini hydrochloridum
RPL:1931	Diphergan	Promethazini hydrochloridum	Promethazini hydrochloridum
RPL:1936	Diprivan	Propofolum	Propofolum
RPL:1939	Diprogenta	Betamethasonum + Gentamicinum	Betamethasoni dipropionas	Gentamicini sulfas
RPL:1940	Diprogenta	Betamethasonum + Gentamicinum	Betamethasoni dipropionas	Gentamicini sulfas
RPL:1941	Diprolene	Betamethasonum	Betamethasoni dipropionas
RPL:1942	Diprolene	Betamethasonum	Betamethasoni dipropionas
RPL:1943	Dipromal	Magnesii valproas	Magnesii valproas
RPL:1945	Diprophos	Betamethasoni dipropionas + Betamethasoni natrii phosphas	Betamethasoni dipropionas	Betamethasoni natrii phosphas
RPL:1951	Diprosalic	Acidum salicylicum + Betamethasonum	Acidum salicylicum	Betamethasoni dipropionas
RPL:1952	Diprosalic	Acidum salicylicum + Betamethasonum	Acidum salicylicum	Betamethasoni dipropionas
RPL:1953	Diprosone	Betamethasonum	Betamethasoni dipropionas
RPL:1960	Dissenten	Loperamidi hydrochloridum	Loperamidi hydrochloridum
RPL:1965	DISTREPTAZA	Streptodornasum + Streptokinasum	Streptokinasum	Streptodornasum
RPL:1966	Biostrepta	Streptodornasum + Streptokinasum	Streptokinasum	Streptodornasum
RPL:1968	Biostrepta	Streptodornasum + Streptokinasum	Streptokinasum	Streptodornasum
RPL:1971	Disulfiram WZF	Disulfiramum	Disulfiramum
RPL:1975	Eltroxin	Levothyroxinum natricum	Levothyroxinum natricum
RPL:1981	Ditropan	Oxybutynini hydrochloridum	Oxybutynini hydrochloridum
RPL:1982	Diuramid	Acetazolamidum	Acetazolamidum
RPL:1987	Divascan	Iprazochromum	Iprazochromum
RPL:1989	Dobuject	Dobutaminum	Dobutamini hydrochloridum
RPL:1990	Dobutamin Sandoz	Dobutaminum	Dobutamini hydrochloridum
RPL:1991	Dobutamine TZF	Dobutamini hydrochloridum	Dobutamini hydrochloridum
RPL:2000	Baclofen Polpharma	Baclofenum	Baclofenum
RPL:2002	Dolcontral	Pethidini hydrochloridum	Pethidini hydrochloridum
RPL:2008	Eltroxin	Levothyroxinum natricum	Levothyroxinum natricum
RPL:2011	Dolomit VIS	Magnesii carbonas + Calcii carbonas	Calcii carbonas	Magnesii carbonas
RPL:2012	Dolomit VIS	Calcii carbonas + Magnesii carbonas	Calcii carbonas praecipitatus	Magnesii carbonas
RPL:2014	Gripex Control	Paracetamolum + Coffeinum	Paracetamolum	Coffeinum
RPL:2034	Dopaminum hydrochloricum WZF 1%	Dopamini hydrochloridum	Dopamini hydrochloridum
RPL:2035	Dopaminum hydrochloricum WZF 4%	Dopamini hydrochloridum	Dopamini hydrochloridum
RPL:2036	Dopegyt	Methyldopum	Methyldopum
RPL:2045	Dormicum	Midazolamum	Midazolami maleas
RPL:2047	Dormicum	Midazolamum	Midazolami maleas
RPL:2051	Doxepin Teva	Doxepinum	Doxepini hydrochloridum
RPL:2052	Doxepin Teva	Doxepinum	Doxepini hydrochloridum
RPL:2060	Doxycyclinum TZF	Doxycyclini hyclas	Doxycyclini hyclas
RPL:2061	Doxycyclinum TZF	Doxycyclinum	Doxycyclinum
RPL:2077	Duomox	Amoxicillinum	Amoxicillinum
RPL:2078	Duomox	Amoxicillinum	Amoxicillinum
RPL:2079	Duomox	Amoxicillinum	Amoxicillinum
RPL:2080	Duomox	Amoxicillinum	Amoxicillinum
RPL:2081	Duomox	Amoxicillinum	Amoxicillinum
RPL:2085	Duracef	Cefadroxilum	Cefadroxilum
RPL:2087	Duracef	Cefadroxilum	Cefadroxilum
RPL:2091	Duracef	Cefadroxilum	Cefadroxilum
RPL:2098	Duspatalin	Mebeverini hydrochloridum	Mebeverini hydrochloridum
RPL:2101	Ebrantil 25	Urapidilum	Urapidili hydrochloridum
RPL:2105	Echinapur	Echinaceae purpureae herbae extractum	Echinaceae purpureae herbae extractum siccum
RPL:2106	Echinapur	Echinaceae purpureae herbae extractum	Echinaceae purpureae herbae extractum siccum
RPL:2109	Ecomer	Somnosi microcephali oleum	Olej z wątroby rekina
RPL:2112	Edicin	Vancomycinum	Vancomycini hydrochloridum
RPL:2122	Efferalgan	Paracetamolum	Paracetamolum
RPL:2123	Efferalgan	Paracetamolum	Paracetamolum
RPL:2124	Efferalgan	Paracetamolum	Paracetamolum
RPL:2128	Efferalgan	Paracetamolum	Paracetamolum
RPL:2131	Efferalgan Vitamin C	Paracetamolum + Acidum ascorbicum	Acidum ascorbicum	Paracetamolum
RPL:2133	Effortil	Etilefrini hydrochloridum	Etilefrini hydrochloridum
RPL:2135	Gliolan	Acidum 5-aminolevulinicum hydrochloridum	5-aminolevulinici Acidi hydrochloridum
RPL:2138	Effox 10	Isosorbidi mononitras	Isosorbidi mononitras
RPL:2140	Effox 20	Isosorbidi mononitras	Isosorbidi mononitras
RPL:2144	Effox long 50	Isosorbidi mononitras	Mieszanina monoazotanu izosorbidu z laktozą (90/10)
RPL:2146	Efrinol 1%	Ephedrini hydrochloridum	Ephedrini hydrochloridum
RPL:2147	Efudix	Fluorouracilum	Fluorouracilum
RPL:2156	Elenium	Chlordiazepoxidum	Chlordiazepoxidum
RPL:2157	Elenium	Chlordiazepoxidum	Chlordiazepoxidum
RPL:2158	Elenium	Chlordiazepoxidum	Chlordiazepoxidum
RPL:2168	Elmex	Olaflurum + Dectaflurum + Natrii fluoridum	Natrii fluoridum	Olaflurum (Aminofluorek 297)	Dectaflurum (Aminofluorek 335)
RPL:2177	Zovirax	Aciclovirum	Aciclovirum
RPL:2178	Nootropil	Piracetamum
RPL:2179	EMLA	Lidocainum + Prilocainum	Lidocainum	Prilocainum
RPL:2194	Enap	Enalaprili maleas	Enalaprili maleas
RPL:2195	Enap	Enalaprili maleas	Enalaprili maleas
RPL:2196	Enap	Enalaprili maleas	Enalaprili maleas
RPL:2197	Enarenal	Enalaprili maleas	Enalaprili maleas
RPL:2198	Enarenal	Enalaprili maleas	Enalaprili maleas
RPL:2199	Enarenal	Enalaprili maleas	Enalaprili maleas
RPL:2200	Ultrapiryna	Acidum acetylsalicylicum	Acidum acetylsalicylicum
RPL:2201	Encortolon	Prednisolonum	Prednisolonum
RPL:2202	Encorton	Prednisonum	Prednisonum
RPL:2204	Palexia	Tapentadolum	Tapentadolum
RPL:2214	Endoxan	Cyclophosphamidum	Cyclophosphamidum
RPL:2215	Endoxan	Cyclophosphamidum	Cyclophosphamidum
RPL:2217	Endoxan	Cyclophosphamidum	Cyclophosphamidum
RPL:2218	Enema	Dinatrii phosphas dodecahydricus + Natrii dihydrogenophosphas monohydricus	Natrii dihydrophosphas	Dinatrii phosphas dodecahydricus
RPL:2232	Enterosol	Produkt ziołowy	Salviae herba	Artemisiae abrotani herba	Thymi herba	Millefolii herba	Quercus cortex	Salicis cortex
RPL:2237	Epitoram	Topiramatum	Topiramatum
RPL:2239	Enzaprost F 5	Dinoprostum	Dinoprostum
RPL:2240	Epanutin Parenteral	Phenytoinum natricum	Phenytoinum natricum
RPL:2254	Ergotaminum Filofarm	Ergotamini tartras	Ergotamini tartras
RPL:2259	Erythromycinum TZF	Erythromycinum	Erythromycinum
RPL:2261	Erythromycinum Intravenosum TZF	Erythromycinum	Erythromycinum
RPL:2267	Esceven	Hippocastani seminis extractum spissum + Heparinum natricum	Hippocastani seminis extractum	Heparinum natricum
RPL:2268	Espumisan	Simeticonum	symetykon
RPL:2269	Esputicon	Dimeticonum	Dimeticonum 350
RPL:2270	Filgrastim Hexal	Filgrastimum	Filgrastimum
RPL:2272	Essentiale forte	Phospholipidum essentiale	Fosfolipidy z nasion sojowych zawierające (3-sn-fosfatydylo)cholinę
RPL:2275	Estazolam TZF	Estazolamum	Estazolamum
RPL:2277	Estraderm MX 25	Estradiolum	Estradiolum
RPL:2282	Estrofem	Estradiolum	Estradiolum
RPL:2288	Etopiryna tabletki od bólu głowy	Acidum acetylsalicylicum + Ethylsalicylamidum + Coffeinum	Acidum acetylsalicylicum	Coffeinum	Ethoxybenzamidum
RPL:2300	Eucerinum (Euceryna bezwodna)	Eucerinum anhydricum
RPL:2314	Euphyllin CR retard	Theophyllinum	Theophyllinum
RPL:2329	Exacyl	Acidum tranexamicum	Acidum tranexamicum
RPL:2331	Exacyl	Acidum tranexamicum	Acidum tranexamicum
RPL:2333	Exacyl	Acidum tranexamicum	Acidum tranexamicum
RPL:2335	Exacyl	Acidum tranexamicum	Acidum tranexamicum
RPL:2356	Famogast	Famotidinum	Famotidinum
RPL:2357	Famogast	Famotidinum	Famotidinum
RPL:2365	Hemofer prolongatum	Ferrosi sulfas	Ferrosi(II) sulfas
RPL:2373	Feiba NF	Zespół czynników krzepnięcia przeciw inhibitorowi czynnika VIII	Białko ludzkiego osocza
RPL:2375	Feldene	Piroxicamum	Piroxicamum
RPL:2384	Femoden	Ethinylestradiolum + Gestodenum	Ethinylestradiolum	Gestodenum
RPL:2390	Fenactil	Chlorpromazini hydrochloridum	Chlorpromazini hydrochloridum
RPL:2391	Fenactil	Chlorpromazini hydrochloridum	Chlorpromazini hydrochloridum
RPL:2396	Cystadane	Betainum anhydricum	Betainum anhydrousum
RPL:2397	Fenistil	Dimetindeni maleas	Dimetindeni maleas
RPL:2398	Fenistil	Dimetindeni maleas	Dimetindeni maleas
RPL:2401	Fenoterol Teva	Fenoteroli hydrobromidum	Fenoteroli hydrobromidum
RPL:2404	Fentanyl WZF	Fentanylum	Fentanyli citras
RPL:2415	Ferrum-Lek	Ferri hydroxidum polyisomaltosum	Ferri hydroxidum dextranum
RPL:2416	Venofer	Ferri hydroxidum saccharum	Ferrosi saccharas
RPL:2419	Fevarin	Fluvoxamini maleas	Fluvoxamini maleas
RPL:2420	Fevarin	Fluvoxamini maleas	Fluvoxamini maleas
RPL:2448	Flegamina o smaku miętowym	Bromhexini hydrochloridum	Bromhexini hydrochloridum
RPL:2449	Flegamina	Bromhexini hydrochloridum	Bromhexini hydrochloridum
RPL:2451	Flixonase	Fluticasoni propionas	Fluticasoni propionas
RPL:2463	Fluanxol	Flupentixolum	Flupentixoli dihydrochloridum
RPL:2464	Fluanxol	Flupentixolum	Flupentixoli dihydrochloridum
